Piksel 45: 		(86, 63, 41, 255)
Piksel 46: 		(86, 63, 41, 255)
Piksel 47: 		(86, 63, 41, 255)
Piksel 48: 		(86, 63, 41, 255)
Piksel 49: 		(76, 125, 88, 255)
Piksel 50: 		(51, 43, 40, 255)
Piksel 51: 		(255, 255, 0, 255)
Piksel 52: 		(52, 33, 17, 255)
Piksel 53: 		(52, 33, 17, 255)
Piksel 54: 		(52, 33, 17, 255)
Piksel 55: 		(52, 33, 17, 255)
Piksel 56: 		(76, 125, 88, 255)
Piksel 57: 		(255, 177, 163, 255)
Piksel 58: 		(133, 115, 60, 255)
Piksel 59: 		(235, 184, 109, 255)
Piksel 60: 		(0, 101, 255, 255)
Piksel 61: 		(0, 101, 255, 255)
Piksel 62: 		(0, 101, 255, 255)
Piksel 63: 		(0, 101, 255, 255)
Piksel 64: 		(0, 101, 255, 255)
Piksel 65: 		(0, 101, 255, 255)
Piksel 66: 		(0, 101, 255, 255)
Piksel 67: 		(0, 101, 255, 255)
Piksel 68: 		(46, 215, 53, 255)
Piksel 69: 		(51, 43, 40, 255)
Piksel 70: 		(167, 128, 82, 255)
Piksel 71: 		(255, 255, 0, 255)
Piksel 72: 		(74, 87, 141, 255)
Piksel 73: 		(0, 101, 255, 255)
Piksel 74: 		(0, 0, 0, 0)
Piksel 75: 		(0, 0, 0, 0)
Piksel 76: 		(0, 0, 0, 0)
Piksel 77: 		(0, 0, 0, 0)
Piksel 78: 		(0, 0, 0, 0)
Piksel 79: 		(0, 0, 0, 0)
Piksel 80: 		(0, 0, 0, 0)
Piksel 81: 		(0, 0, 0, 0)
Piksel 82: 		(0, 0, 0, 0)
Piksel 83: 		(0, 0, 0, 0)
Piksel 84: 		(0, 0, 0, 0)
Piksel 85: 		(0, 0, 0, 0)
Piksel 86: 		(0, 0, 0, 0)
Piksel 87: 		(0, 0, 0, 0)
Piksel 88: 		(0, 0, 0, 0)

--- LINIA Y: 2 ---
Piksel 0: 		(0, 0, 0, 0)
Piksel 1: 		(0, 0, 0, 0)
Piksel 2: 		(0, 0, 0, 0)
Piksel 3: 		(0, 0, 0, 0)
Piksel 4: 		(0, 0, 0, 0)
Piksel 5: 		(0, 0, 0, 0)
Piksel 6: 		(0, 0, 0, 0)
Piksel 7: 		(0, 0, 0, 0)
Piksel 8: 		(0, 0, 0, 0)
Piksel 9: 		(0, 0, 0, 0)
Piksel 10: 		(0, 0, 0, 0)
Piksel 11: 		(0, 0, 0, 0)
Piksel 12: 		(0, 0, 0, 0)
Piksel 13: 		(0, 15, 31, 255)
Piksel 14: 		(133, 115, 60, 255)
Piksel 15: 		(160, 224, 255, 255)
Piksel 16: 		(160, 224, 255, 255)
Piksel 17: 		(235, 184, 109, 255)
Piksel 18: 		(133, 115, 60, 255)
Piksel 19: 		(133, 115, 60, 255)
Piksel 20: 		(133, 115, 60, 255)
Piksel 21: 		(133, 115, 60, 255)
Piksel 22: 		(133, 115, 60, 255)
Piksel 23: 		(235, 184, 109, 255)
Piksel 24: 		(133, 115, 60, 255)
Piksel 25: 		(0, 15, 31, 255)
Piksel 26: 		(0, 15, 31, 255)
Piksel 27: 		(128, 92, 64, 255)
Piksel 28: 		(128, 92, 64, 255)
Piksel 29: 		(128, 92, 64, 255)
Piksel 30: 		(128, 92, 64, 255)
Piksel 31: 		(128, 92, 64, 255)
Piksel 32: 		(52, 33, 17, 255)
Piksel 33: 		(86, 63, 41, 255)
Piksel 34: 		(243, 255, 255, 255)
Piksel 35: 		(243, 255, 255, 255)
Piksel 36: 		(243, 255, 255, 255)
Piksel 37: 		(128, 92, 64, 255)
Piksel 38: 		(86, 63, 41, 255)
Piksel 39: 		(86, 63, 41, 255)
Piksel 40: 		(86, 63, 41, 255)
Piksel 41: 		(86, 63, 41, 255)
Piksel 42: 		(86, 63, 41, 255)
Piksel 43: 		(86, 63, 41, 255)
Piksel 44: 		(86, 63, 41, 255)
Piksel 45: 		(86, 63, 41, 255)
Piksel 46: 		(86, 63, 41, 255)
Piksel 47: 		(86, 63, 41, 255)
Piksel 48: 		(86, 63, 41, 255)
Piksel 49: 		(86, 63, 41, 255)
Piksel 50: 		(0, 101, 255, 255)
Piksel 51: 		(51, 43, 40, 255)
Piksel 52: 		(255, 255, 0, 255)
Piksel 53: 		(86, 63, 41, 255)
Piksel 54: 		(86, 63, 41, 255)
Piksel 55: 		(86, 63, 41, 255)
Piksel 56: 		(209, 255, 157, 255)
Piksel 57: 		(209, 255, 157, 255)
Piksel 58: 		(128, 92, 64, 255)
Piksel 59: 		(128, 92, 64, 255)
Piksel 60: 		(128, 92, 64, 255)
Piksel 61: 		(133, 115, 60, 255)
Piksel 62: 		(133, 115, 60, 255)
Piksel 63: 		(133, 115, 60, 255)
Piksel 64: 		(0, 15, 31, 255)
Piksel 65: 		(0, 15, 31, 255)
Piksel 66: 		(133, 115, 60, 255)
Piksel 67: 		(133, 115, 60, 255)
Piksel 68: 		(235, 184, 109, 255)
Piksel 69: 		(0, 101, 255, 255)
Piksel 70: 		(94, 234, 99, 255)
Piksel 71: 		(51, 43, 40, 255)
Piksel 72: 		(91, 67, 50, 255)
Piksel 73: 		(51, 43, 40, 255)
Piksel 74: 		(160, 224, 255, 255)
Piksel 75: 		(0, 0, 0, 0)
Piksel 76: 		(0, 0, 0, 0)
Piksel 77: 		(0, 0, 0, 0)
Piksel 78: 		(0, 0, 0, 0)
Piksel 79: 		(0, 0, 0, 0)
Piksel 80: 		(0, 0, 0, 0)
Piksel 81: 		(0, 0, 0, 0)
Piksel 82: 		(0, 0, 0, 0)
Piksel 83: 		(0, 0, 0, 0)
Piksel 84: 		(0, 0, 0, 0)
Piksel 85: 		(0, 0, 0, 0)
Piksel 86: 		(0, 0, 0, 0)
Piksel 87: 		(0, 0, 0, 0)
Piksel 88: 		(0, 0, 0, 0)

--- LINIA Y: 3 ---
Piksel 0: 		(0, 0, 0, 0)
Piksel 1: 		(0, 0, 0, 0)
Piksel 2: 		(0, 0, 0, 0)
Piksel 3: 		(0, 0, 0, 0)
Piksel 4: 		(0, 0, 0, 0)
Piksel 5: 		(0, 0, 0, 0)
Piksel 6: 		(0, 0, 0, 0)
Piksel 7: 		(0, 0, 0, 0)
Piksel 8: 		(0, 0, 0, 0)
Piksel 9: 		(0, 0, 0, 0)
Piksel 10: 		(0, 0, 0, 0)
Piksel 11: 		(0, 0, 0, 0)
Piksel 12: 		(128, 92, 64, 255)
Piksel 13: 		(128, 92, 64, 255)
Piksel 14: 		(128, 92, 64, 255)
Piksel 15: 		(235, 184, 109, 255)
Piksel 16: 		(90, 81, 78, 255)
Piksel 17: 		(51, 43, 40, 255)
Piksel 18: 		(76, 125, 88, 255)
Piksel 19: 		(76, 125, 88, 255)
Piksel 20: 		(76, 125, 88, 255)
Piksel 21: 		(76, 125, 88, 255)
Piksel 22: 		(76, 125, 88, 255)
Piksel 23: 		(76, 125, 88, 255)
Piksel 24: 		(128, 92, 64, 255)
Piksel 25: 		(128, 92, 64, 255)
Piksel 26: 		(128, 92, 64, 255)
Piksel 27: 		(128, 92, 64, 255)
Piksel 28: 		(209, 255, 157, 255)
Piksel 29: 		(177, 220, 123, 255)
Piksel 30: 		(209, 255, 157, 255)
Piksel 31: 		(86, 63, 41, 255)
Piksel 32: 		(243, 255, 255, 255)
Piksel 33: 		(90, 81, 78, 255)
Piksel 34: 		(243, 255, 255, 255)
Piksel 35: 		(0, 101, 255, 255)
Piksel 36: 		(86, 63, 41, 255)
Piksel 37: 		(86, 63, 41, 255)
Piksel 38: 		(86, 63, 41, 255)
Piksel 39: 		(86, 63, 41, 255)
Piksel 40: 		(86, 63, 41, 255)
Piksel 41: 		(86, 63, 41, 255)
Piksel 42: 		(86, 63, 41, 255)
Piksel 43: 		(86, 63, 41, 255)
Piksel 44: 		(86, 63, 41, 255)
Piksel 45: 		(86, 63, 41, 255)
Piksel 46: 		(86, 63, 41, 255)
Piksel 47: 		(86, 63, 41, 255)
Piksel 48: 		(86, 63, 41, 255)
Piksel 49: 		(86, 63, 41, 255)
Piksel 50: 		(86, 63, 41, 255)
Piksel 51: 		(255, 177, 163, 255)
Piksel 52: 		(0, 101, 255, 255)
Piksel 53: 		(51, 43, 40, 255)
Piksel 54: 		(255, 255, 0, 255)
Piksel 55: 		(86, 63, 41, 255)
Piksel 56: 		(86, 63, 41, 255)
Piksel 57: 		(209, 255, 157, 255)
Piksel 58: 		(177, 220, 123, 255)
Piksel 59: 		(177, 220, 123, 255)
Piksel 60: 		(209, 255, 157, 255)
Piksel 61: 		(128, 92, 64, 255)
Piksel 62: 		(128, 92, 64, 255)
Piksel 63: 		(128, 92, 64, 255)
Piksel 64: 		(128, 92, 64, 255)
Piksel 65: 		(128, 92, 64, 255)
Piksel 66: 		(128, 92, 64, 255)
Piksel 67: 		(76, 125, 88, 255)
Piksel 68: 		(76, 125, 88, 255)
Piksel 69: 		(76, 125, 88, 255)
Piksel 70: 		(0, 101, 255, 255)
Piksel 71: 		(51, 43, 40, 255)
Piksel 72: 		(46, 215, 53, 255)
Piksel 73: 		(91, 67, 50, 255)
Piksel 74: 		(46, 215, 53, 255)
Piksel 75: 		(76, 125, 88, 255)
Piksel 76: 		(0, 0, 0, 0)
Piksel 77: 		(0, 0, 0, 0)
Piksel 78: 		(0, 0, 0, 0)
Piksel 79: 		(0, 0, 0, 0)
Piksel 80: 		(0, 0, 0, 0)
Piksel 81: 		(0, 0, 0, 0)
Piksel 82: 		(0, 0, 0, 0)
Piksel 83: 		(0, 0, 0, 0)
Piksel 84: 		(0, 0, 0, 0)
Piksel 85: 		(0, 0, 0, 0)
Piksel 86: 		(0, 0, 0, 0)
Piksel 87: 		(0, 0, 0, 0)
Piksel 88: 		(0, 0, 0, 0)

--- LINIA Y: 4 ---
Piksel 0: 		(0, 0, 0, 0)
Piksel 1: 		(0, 0, 0, 0)
Piksel 2: 		(0, 0, 0, 0)
Piksel 3: 		(0, 0, 0, 0)
Piksel 4: 		(0, 0, 0, 0)
Piksel 5: 		(0, 0, 0, 0)
Piksel 6: 		(0, 0, 0, 0)
Piksel 7: 		(0, 0, 0, 0)
Piksel 8: 		(0, 0, 0, 0)
Piksel 9: 		(0, 0, 0, 0)
Piksel 10: 		(0, 0, 0, 0)
Piksel 11: 		(209, 255, 157, 255)
Piksel 12: 		(128, 92, 64, 255)
Piksel 13: 		(128, 92, 64, 255)
Piksel 14: 		(128, 92, 64, 255)
Piksel 15: 		(235, 184, 109, 255)
Piksel 16: 		(51, 43, 40, 255)
Piksel 17: 		(154, 106, 60, 255)
Piksel 18: 		(76, 125, 88, 255)
Piksel 19: 		(76, 125, 88, 255)
Piksel 20: 		(52, 33, 17, 255)
Piksel 21: 		(52, 33, 17, 255)
Piksel 22: 		(52, 33, 17, 255)
Piksel 23: 		(128, 92, 64, 255)
Piksel 24: 		(128, 92, 64, 255)
Piksel 25: 		(209, 255, 157, 255)
Piksel 26: 		(209, 255, 157, 255)
Piksel 27: 		(49, 80, 12, 255)
Piksel 28: 		(49, 80, 12, 255)
Piksel 29: 		(86, 63, 41, 255)
Piksel 30: 		(86, 63, 41, 255)
Piksel 31: 		(235, 184, 109, 255)
Piksel 32: 		(0, 101, 255, 255)
Piksel 33: 		(0, 101, 255, 255)
Piksel 34: 		(86, 63, 41, 255)
Piksel 35: 		(86, 63, 41, 255)
Piksel 36: 		(86, 63, 41, 255)
Piksel 37: 		(9, 2, 0, 255)
Piksel 38: 		(9, 2, 0, 255)
Piksel 39: 		(86, 63, 41, 255)
Piksel 40: 		(86, 63, 41, 255)
Piksel 41: 		(86, 63, 41, 255)
Piksel 42: 		(86, 63, 41, 255)
Piksel 43: 		(86, 63, 41, 255)
Piksel 44: 		(86, 63, 41, 255)
Piksel 45: 		(86, 63, 41, 255)
Piksel 46: 		(86, 63, 41, 255)
Piksel 47: 		(86, 63, 41, 255)
Piksel 48: 		(86, 63, 41, 255)
Piksel 49: 		(86, 63, 41, 255)
Piksel 50: 		(86, 63, 41, 255)
Piksel 51: 		(86, 63, 41, 255)
Piksel 52: 		(86, 63, 41, 255)
Piksel 53: 		(255, 177, 163, 255)
Piksel 54: 		(0, 101, 255, 255)
Piksel 55: 		(0, 101, 255, 255)
Piksel 56: 		(86, 63, 41, 255)
Piksel 57: 		(86, 63, 41, 255)
Piksel 58: 		(86, 63, 41, 255)
Piksel 59: 		(177, 220, 123, 255)
Piksel 60: 		(49, 80, 12, 255)
Piksel 61: 		(177, 220, 123, 255)
Piksel 62: 		(177, 220, 123, 255)
Piksel 63: 		(209, 255, 157, 255)
Piksel 64: 		(209, 255, 157, 255)
Piksel 65: 		(128, 92, 64, 255)
Piksel 66: 		(52, 33, 17, 255)
Piksel 67: 		(52, 33, 17, 255)
Piksel 68: 		(52, 33, 17, 255)
Piksel 69: 		(76, 125, 88, 255)
Piksel 70: 		(0, 101, 255, 255)
Piksel 71: 		(74, 87, 141, 255)
Piksel 72: 		(77, 54, 0, 255)
Piksel 73: 		(190, 35, 16, 255)
Piksel 74: 		(91, 67, 50, 255)
Piksel 75: 		(77, 54, 0, 255)
Piksel 76: 		(52, 33, 17, 255)
Piksel 77: 		(0, 0, 0, 0)
Piksel 78: 		(0, 0, 0, 0)
Piksel 79: 		(0, 0, 0, 0)
Piksel 80: 		(0, 0, 0, 0)
Piksel 81: 		(0, 0, 0, 0)
Piksel 82: 		(0, 0, 0, 0)
Piksel 83: 		(0, 0, 0, 0)
Piksel 84: 		(0, 0, 0, 0)
Piksel 85: 		(0, 0, 0, 0)
Piksel 86: 		(0, 0, 0, 0)
Piksel 87: 		(0, 0, 0, 0)
Piksel 88: 		(0, 0, 0, 0)

--- LINIA Y: 5 ---
Piksel 0: 		(0, 0, 0, 0)
Piksel 1: 		(0, 0, 0, 0)
Piksel 2: 		(0, 0, 0, 0)
Piksel 3: 		(0, 0, 0, 0)
Piksel 4: 		(0, 0, 0, 0)
Piksel 5: 		(0, 0, 0, 0)
Piksel 6: 		(0, 0, 0, 0)
Piksel 7: 		(0, 0, 0, 0)
Piksel 8: 		(0, 0, 0, 0)
Piksel 9: 		(0, 0, 0, 0)
Piksel 10: 		(209, 255, 157, 255)
Piksel 11: 		(128, 92, 64, 255)
Piksel 12: 		(128, 92, 64, 255)
Piksel 13: 		(128, 92, 64, 255)
Piksel 14: 		(128, 92, 64, 255)
Piksel 15: 		(76, 125, 88, 255)
Piksel 16: 		(19, 130, 255, 255)
Piksel 17: 		(0, 101, 255, 255)
Piksel 18: 		(76, 125, 88, 255)
Piksel 19: 		(76, 125, 88, 255)
Piksel 20: 		(76, 125, 88, 255)
Piksel 21: 		(128, 92, 64, 255)
Piksel 22: 		(128, 92, 64, 255)
Piksel 23: 		(128, 92, 64, 255)
Piksel 24: 		(128, 92, 64, 255)
Piksel 25: 		(209, 255, 157, 255)
Piksel 26: 		(49, 80, 12, 255)
Piksel 27: 		(86, 63, 41, 255)
Piksel 28: 		(86, 63, 41, 255)
Piksel 29: 		(86, 63, 41, 255)
Piksel 30: 		(86, 63, 41, 255)
Piksel 31: 		(86, 63, 41, 255)
Piksel 32: 		(86, 63, 41, 255)
Piksel 33: 		(86, 63, 41, 255)
Piksel 34: 		(9, 2, 0, 255)
Piksel 35: 		(9, 2, 0, 255)
Piksel 36: 		(9, 2, 0, 255)
Piksel 37: 		(9, 2, 0, 255)
Piksel 38: 		(9, 2, 0, 255)
Piksel 39: 		(9, 2, 0, 255)
Piksel 40: 		(9, 2, 0, 255)
Piksel 41: 		(86, 63, 41, 255)
Piksel 42: 		(86, 63, 41, 255)
Piksel 43: 		(86, 63, 41, 255)
Piksel 44: 		(86, 63, 41, 255)
Piksel 45: 		(86, 63, 41, 255)
Piksel 46: 		(86, 63, 41, 255)
Piksel 47: 		(86, 63, 41, 255)
Piksel 48: 		(86, 63, 41, 255)
Piksel 49: 		(86, 63, 41, 255)
Piksel 50: 		(86, 63, 41, 255)
Piksel 51: 		(86, 63, 41, 255)
Piksel 52: 		(86, 63, 41, 255)
Piksel 53: 		(86, 63, 41, 255)
Piksel 54: 		(86, 63, 41, 255)
Piksel 55: 		(86, 63, 41, 255)
Piksel 56: 		(86, 63, 41, 255)
Piksel 57: 		(86, 63, 41, 255)
Piksel 58: 		(86, 63, 41, 255)
Piksel 59: 		(86, 63, 41, 255)
Piksel 60: 		(86, 63, 41, 255)
Piksel 61: 		(49, 80, 12, 255)
Piksel 62: 		(177, 220, 123, 255)
Piksel 63: 		(177, 220, 123, 255)
Piksel 64: 		(209, 255, 157, 255)
Piksel 65: 		(128, 92, 64, 255)
Piksel 66: 		(128, 92, 64, 255)
Piksel 67: 		(128, 92, 64, 255)
Piksel 68: 		(128, 92, 64, 255)
Piksel 69: 		(76, 125, 88, 255)
Piksel 70: 		(235, 184, 109, 255)
Piksel 71: 		(0, 101, 255, 255)
Piksel 72: 		(77, 54, 0, 255)
Piksel 73: 		(77, 54, 0, 255)
Piksel 74: 		(0, 104, 0, 255)
Piksel 75: 		(91, 67, 50, 255)
Piksel 76: 		(77, 54, 0, 255)
Piksel 77: 		(128, 92, 64, 255)
Piksel 78: 		(0, 0, 0, 0)
Piksel 79: 		(0, 0, 0, 0)
Piksel 80: 		(0, 0, 0, 0)
Piksel 81: 		(0, 0, 0, 0)
Piksel 82: 		(0, 0, 0, 0)
Piksel 83: 		(0, 0, 0, 0)
Piksel 84: 		(0, 0, 0, 0)
Piksel 85: 		(0, 0, 0, 0)
Piksel 86: 		(0, 0, 0, 0)
Piksel 87: 		(0, 0, 0, 0)
Piksel 88: 		(0, 0, 0, 0)

--- LINIA Y: 6 ---
Piksel 0: 		(0, 0, 0, 0)
Piksel 1: 		(0, 0, 0, 0)
Piksel 2: 		(0, 0, 0, 0)
Piksel 3: 		(0, 0, 0, 0)
Piksel 4: 		(0, 0, 0, 0)
Piksel 5: 		(0, 0, 0, 0)
Piksel 6: 		(0, 0, 0, 0)
Piksel 7: 		(0, 0, 0, 0)
Piksel 8: 		(0, 0, 0, 0)
Piksel 9: 		(128, 92, 64, 255)
Piksel 10: 		(128, 92, 64, 255)
Piksel 11: 		(128, 92, 64, 255)
Piksel 12: 		(128, 92, 64, 255)
Piksel 13: 		(128, 92, 64, 255)
Piksel 14: 		(128, 92, 64, 255)
Piksel 15: 		(76, 125, 88, 255)
Piksel 16: 		(76, 125, 88, 255)
Piksel 17: 		(76, 125, 88, 255)
Piksel 18: 		(76, 125, 88, 255)
Piksel 19: 		(76, 125, 88, 255)
Piksel 20: 		(128, 92, 64, 255)
Piksel 21: 		(128, 92, 64, 255)
Piksel 22: 		(128, 92, 64, 255)
Piksel 23: 		(128, 92, 64, 255)
Piksel 24: 		(177, 220, 123, 255)
Piksel 25: 		(49, 80, 12, 255)
Piksel 26: 		(86, 63, 41, 255)
Piksel 27: 		(86, 63, 41, 255)
Piksel 28: 		(86, 63, 41, 255)
Piksel 29: 		(86, 63, 41, 255)
Piksel 30: 		(86, 63, 41, 255)
Piksel 31: 		(86, 63, 41, 255)
Piksel 32: 		(9, 2, 0, 255)
Piksel 33: 		(9, 2, 0, 255)
Piksel 34: 		(9, 2, 0, 255)
Piksel 35: 		(9, 2, 0, 255)
Piksel 36: 		(9, 2, 0, 255)
Piksel 37: 		(9, 2, 0, 255)
Piksel 38: 		(9, 2, 0, 255)
Piksel 39: 		(9, 2, 0, 255)
Piksel 40: 		(9, 2, 0, 255)
Piksel 41: 		(9, 2, 0, 255)
Piksel 42: 		(9, 2, 0, 255)
Piksel 43: 		(86, 63, 41, 255)
Piksel 44: 		(86, 63, 41, 255)
Piksel 45: 		(86, 63, 41, 255)
Piksel 46: 		(86, 63, 41, 255)
Piksel 47: 		(86, 63, 41, 255)
Piksel 48: 		(86, 63, 41, 255)
Piksel 49: 		(86, 63, 41, 255)
Piksel 50: 		(86, 63, 41, 255)
Piksel 51: 		(86, 63, 41, 255)
Piksel 52: 		(86, 63, 41, 255)
Piksel 53: 		(86, 63, 41, 255)
Piksel 54: 		(86, 63, 41, 255)
Piksel 55: 		(86, 63, 41, 255)
Piksel 56: 		(86, 63, 41, 255)
Piksel 57: 		(86, 63, 41, 255)
Piksel 58: 		(86, 63, 41, 255)
Piksel 59: 		(86, 63, 41, 255)
Piksel 60: 		(86, 63, 41, 255)
Piksel 61: 		(86, 63, 41, 255)
Piksel 62: 		(86, 63, 41, 255)
Piksel 63: 		(177, 220, 123, 255)
Piksel 64: 		(177, 220, 123, 255)
Piksel 65: 		(209, 255, 157, 255)
Piksel 66: 		(128, 92, 64, 255)
Piksel 67: 		(128, 92, 64, 255)
Piksel 68: 		(128, 92, 64, 255)
Piksel 69: 		(128, 92, 64, 255)
Piksel 70: 		(76, 125, 88, 255)
Piksel 71: 		(76, 125, 88, 255)
Piksel 72: 		(249, 53, 30, 255)
Piksel 73: 		(77, 54, 0, 255)
Piksel 74: 		(77, 54, 0, 255)
Piksel 75: 		(0, 83, 0, 255)
Piksel 76: 		(91, 67, 50, 255)
Piksel 77: 		(249, 53, 30, 255)
Piksel 78: 		(128, 92, 64, 255)
Piksel 79: 		(0, 0, 0, 0)
Piksel 80: 		(0, 0, 0, 0)
Piksel 81: 		(0, 0, 0, 0)
Piksel 82: 		(0, 0, 0, 0)
Piksel 83: 		(0, 0, 0, 0)
Piksel 84: 		(0, 0, 0, 0)
Piksel 85: 		(0, 0, 0, 0)
Piksel 86: 		(0, 0, 0, 0)
Piksel 87: 		(0, 0, 0, 0)
Piksel 88: 		(0, 0, 0, 0)

--- LINIA Y: 7 ---
Piksel 0: 		(0, 0, 0, 0)
Piksel 1: 		(0, 0, 0, 0)
Piksel 2: 		(0, 0, 0, 0)
Piksel 3: 		(0, 0, 0, 0)
Piksel 4: 		(0, 0, 0, 0)
Piksel 5: 		(0, 0, 0, 0)
